,Amount,Consume,Necessity,Days
1250,951,29,Low,33
1251,739,39,High,17
1252,59,10,Medium,7
1253,310,3,High,90
1254,968,43,Low,21
1255,699,4,Low,145
1256,221,13,Medium,15
1257,947,35,Medium,30
1258,62,21,Low,6
1259,217,43,High,10
1260,691,15,High,45
1261,370,15,Medium,26
1262,368,29,Low,12
1263,662,19,Medium,32
1264,378,27,High,14
1265,834,43,Medium,22
1266,826,45,High,17
1267,960,14,Low,68
1268,969,23,Medium,37
1269,599,27,High,21
1270,468,47,Medium,11
1271,655,49,High,12
1272,144,12,High,11
1273,866,36,Low,24
1274,630,19,Low,30
1275,285,1,High,195
1276,995,23,Low,41
1277,383,24,Medium,16
1278,425,34,Medium,14
1279,508,15,Low,28
1280,186,28,Low,11
1281,979,15,High,63
1282,637,9,High,68
1283,596,20,Low,31
1284,562,12,High,40
1285,345,27,Low,11
1286,369,10,Medium,34
1287,967,25,Low,37
1288,621,8,Low,74
1289,881,33,Medium,28
1290,398,37,Medium,11
1291,889,6,High,138
1292,828,23,Medium,36
1293,922,4,High,204
1294,278,30,Low,10
1295,319,13,Medium,21
1296,877,26,Low,33
1297,847,26,High,29
1298,340,46,Medium,9
1299,774,27,High,26
1300,214,29,High,4
1301,900,47,Medium,18
1302,428,39,High,9
1303,127,14,Medium,9
1304,459,42,High,10
1305,623,22,Low,29
1306,181,41,Low,3
1307,650,41,Medium,17
1308,798,10,Medium,77
1309,91,35,Low,2
1310,138,15,High,6
1311,451,15,High,29
1312,345,15,High,23
1313,889,36,Medium,22
1314,344,12,High,28
1315,575,36,Medium,19
1316,849,9,Medium,91
1317,740,6,Low,121
1318,686,12,High,53
1319,471,19,Medium,25
1320,914,24,High,37
1321,72,3,Low,22
1322,624,48,High,12
1323,192,36,Low,3
1324,714,16,Medium,45
1325,194,16,Medium,13
1326,274,22,Low,11
1327,552,31,Medium,17
1328,870,8,High,104
1329,665,10,High,61
1330,153,43,Low,1
1331,996,13,High,75
1332,88,19,Medium,3
1333,996,43,Medium,24
1334,247,33,Medium,7
1335,695,17,High,37
1336,628,34,Medium,16
1337,440,1,High,224
1338,228,37,Low,2
1339,603,24,Medium,22
1340,497,40,Low,11
1341,549,47,High,13
1342,64,46,High,1
1343,672,45,Low,15
1344,718,26,Medium,28
1345,338,18,Medium,20
1346,527,23,Medium,22
1347,280,34,Low,5
1348,972,44,High,22
1349,469,11,Low,40
1350,599,40,Medium,15
1351,490,48,Medium,11
1352,146,44,High,4
1353,460,14,Medium,32
1354,1000,6,Low,163
1355,338,6,High,50
1356,303,15,Medium,19
1357,245,31,Medium,5
1358,647,40,Medium,16
1359,883,45,Medium,22
1360,571,31,High,17
1361,684,10,Medium,65
1362,891,5,Low,152
1363,914,18,Low,44
1364,167,25,Low,9
1365,958,18,High,53
1366,208,9,High,24
1367,864,32,Low,24
1368,277,23,High,15
1369,926,25,Low,40
1370,265,21,Medium,13
1371,997,47,Medium,20
1372,745,11,Low,64
1373,64,26,High,3
1374,206,37,Low,7
1375,697,28,High,20
1376,310,46,Medium,6
1377,206,19,High,9
1378,96,23,Low,2
1379,373,5,Medium,68
1380,893,30,Medium,26
1381,734,15,High,51
1382,179,8,Medium,19
1383,460,27,Medium,16
1384,144,27,High,4
1385,676,4,Medium,142
1386,804,35,Low,23
1387,981,31,High,30
1388,341,10,High,34
1389,843,24,High,38
1390,860,36,High,21
1391,332,26,Low,12
1392,118,20,High,6
1393,709,16,Low,39
1394,60,30,High,3
1395,303,47,High,5
1396,891,33,Medium,29
1397,921,4,Medium,199
1398,599,23,Low,25
1399,183,44,Medium,3
1400,761,5,High,138
1401,864,47,Medium,18
1402,395,4,High,81
1403,351,46,Medium,9
1404,412,18,Medium,24
1405,445,42,Medium,11
1406,267,21,Medium,11
1407,190,22,High,8
1408,665,32,Medium,18
1409,259,38,Low,7
1410,672,2,Low,251
1411,665,30,Medium,26
1412,877,10,Low,85
1413,732,17,Medium,42
1414,509,18,High,31
1415,405,23,High,18
1416,373,17,Low,20
1417,182,6,Low,27
1418,937,8,Medium,121
1419,889,24,Medium,37
1420,176,47,High,3
1421,155,6,Medium,21
1422,653,47,High,12
1423,848,36,Low,24
1424,427,32,High,17
1425,954,32,Low,29
1426,100,41,High,4
1427,78,6,High,14
1428,511,25,Medium,19
1429,345,35,Low,11
1430,346,29,High,13
1431,775,41,High,20
1432,828,4,Low,181
1433,456,34,High,14
1434,818,27,Low,32
1435,863,19,Low,45
1436,662,17,Low,39
1437,454,31,High,14
1438,395,44,High,10
1439,671,25,Medium,29
1440,469,41,Low,10
1441,231,20,High,8
1442,874,6,High,148
1443,50,4,Low,11
1444,880,3,Low,248
1445,999,19,Low,51
1446,616,17,Medium,34
1447,420,36,Medium,7
1448,985,37,Medium,28
1449,710,11,High,57
1450,480,14,Low,33
1451,358,27,High,10
1452,186,8,Medium,21
1453,251,7,Medium,31
1454,485,47,Medium,11
1455,362,40,High,12
1456,166,9,High,16
1457,715,20,Low,35
1458,986,18,Low,55
1459,852,39,Low,17
1460,624,26,Medium,21
1461,293,7,Low,44
1462,586,37,Medium,14
1463,651,20,High,32
1464,124,13,Medium,9
1465,855,19,Medium,39
1466,435,25,Medium,15
1467,952,17,High,54
1468,259,12,High,18
1469,524,20,Low,24
1470,467,1,Low,238
1471,396,38,Low,8
1472,578,9,High,60
1473,689,3,High,214
1474,988,33,High,32
1475,925,38,High,20
1476,812,40,High,19
1477,228,25,Medium,7
1478,231,11,Low,23
1479,713,37,Medium,16
1480,229,13,Medium,14
1481,759,45,High,11
1482,550,6,Low,90
1483,905,49,Medium,18
1484,210,43,Low,5
1485,226,34,High,8
1486,334,46,High,7
1487,112,36,Low,2
1488,711,10,Low,69
1489,715,22,High,30
1490,205,4,High,47
1491,931,20,High,45
1492,518,37,Medium,13
1493,98,19,Low,6
1494,898,17,High,56
1495,133,30,Low,2
1496,410,43,Medium,6
1497,738,3,Medium,221
1498,197,19,High,8
1499,679,8,Low,78
1500,391,35,Medium,11
1501,525,6,Low,82
1502,112,33,Low,4
1503,750,15,High,53
1504,409,10,Medium,36
1505,610,46,Medium,13
1506,376,1,Medium,192
1507,818,22,Low,35
1508,190,24,Medium,7
1509,264,25,Low,10
1510,484,16,Medium,27
1511,940,7,Medium,128
1512,772,19,Low,38
1513,367,33,Medium,8
1514,81,39,High,1
1515,719,27,Low,28
1516,334,29,Medium,12
1517,354,10,High,31
1518,478,15,Low,35
1519,526,8,Medium,58
1520,335,13,Low,21
1521,193,12,High,17
1522,473,26,Low,17
1523,68,28,Medium,2
1524,67,47,High,3
1525,818,10,Low,76
1526,639,32,Medium,19
1527,420,41,Medium,7
1528,224,28,High,6
1529,243,13,High,18
1530,551,13,Low,38
1531,162,2,Medium,52
1532,163,15,High,11
1533,271,37,Medium,8
1534,727,3,Low,219
1535,996,11,High,82
1536,880,35,Low,24
1537,693,39,Low,18
1538,946,23,High,41
1539,313,35,Low,10
1540,974,20,Medium,45
1541,104,8,High,15
1542,920,20,Medium,42
1543,692,29,Low,20
1544,849,47,High,12
1545,827,4,Medium,190
1546,507,25,Medium,22
1547,927,17,Medium,52
1548,211,25,Medium,4
1549,429,2,Medium,199
1550,136,16,Low,5
1551,104,41,Low,3
1552,525,28,Low,16
1553,849,23,Low,35
1554,227,14,Low,15
1555,440,15,Low,28
1556,398,19,Low,20
1557,57,41,Medium,4
1558,882,48,Low,21
1559,362,22,Medium,19
1560,808,20,High,39
1561,884,42,Low,21
1562,492,21,Medium,25
1563,816,28,High,27
1564,377,12,High,29
1565,103,37,Medium,2
1566,810,27,Medium,29
1567,288,40,Medium,6
1568,278,39,Low,5
1569,628,11,High,56
1570,100,36,Low,2
1571,658,40,Low,16
1572,653,17,Low,36
1573,313,9,High,34
1574,852,23,High,36
1575,145,18,Medium,7
1576,137,28,Low,4
1577,127,10,Medium,10
1578,337,43,Medium,6
1579,169,13,Low,13
1580,863,12,High,71
1581,540,24,Low,20
1582,961,25,Medium,37
1583,501,11,High,40
1584,549,14,High,38
1585,214,9,Medium,22
1586,231,36,High,10
1587,518,38,High,14
1588,959,23,Low,38
1589,784,35,Low,19
1590,872,37,Medium,24
1591,993,7,Medium,129
1592,56,48,Medium,4
1593,379,41,High,11
1594,824,11,Medium,75
1595,722,10,Low,74
1596,200,7,High,28
1597,134,7,Medium,17
1598,196,37,High,2
1599,673,24,High,31
1600,430,39,High,11
1601,964,37,Medium,25
1602,597,30,High,17
1603,334,34,High,12
1604,131,16,Low,6
1605,563,32,Medium,18
1606,758,42,High,19
1607,965,34,Low,28
1608,572,14,High,42
1609,795,34,Low,26
1610,435,39,High,16
1611,756,16,High,49
1612,520,2,High,188
1613,168,46,High,4
1614,445,17,Medium,25
1615,581,6,Medium,98
1616,310,25,Medium,12
1617,854,38,Low,21
1618,983,11,Low,83
1619,305,14,Low,25
1620,783,12,Low,58
1621,954,49,Medium,17
1622,275,10,Low,24
1623,102,29,Low,1
1624,989,46,Low,19
1625,916,8,High,113
1626,549,48,Low,11
1627,555,47,High,9
1628,903,44,Low,21
1629,413,11,Low,36
1630,329,32,High,12
1631,642,38,Low,15
1632,763,49,High,13
1633,207,9,Low,22
1634,681,38,Low,19
1635,108,17,High,3
1636,776,9,Medium,81
1637,177,21,High,6
1638,785,39,Medium,21
1639,770,23,High,33
1640,931,27,Medium,36
1641,164,49,Low,1
1642,258,20,Medium,11
1643,575,31,Low,17
1644,570,18,High,29
1645,601,20,Medium,30
1646,286,35,Low,6
1647,330,46,High,10
1648,408,27,Medium,18
1649,250,38,Low,8
1650,807,5,Medium,151
1651,327,11,Medium,28
1652,284,25,Low,11
1653,53,13,High,4
1654,715,26,Low,27
1655,78,13,Medium,8
1656,158,26,Low,5
1657,659,29,Medium,20
1658,776,46,Medium,16
1659,854,32,Low,24
1660,124,21,Low,4
1661,887,46,Low,22
1662,195,39,Low,4
1663,177,10,High,18
1664,902,7,Medium,122
1665,91,34,High,3
1666,405,28,High,14
1667,90,39,Medium,1
1668,983,37,High,29
1669,83,31,Low,3
1670,726,27,Low,28
1671,202,6,Low,33
1672,427,41,Medium,11
1673,637,13,Low,50
1674,648,39,Medium,15
1675,678,47,Medium,12
1676,923,35,Medium,25
1677,391,30,Medium,13
1678,76,23,High,6
1679,874,18,High,45
1680,336,18,Low,19
1681,695,32,Medium,23
1682,780,37,Low,21
1683,217,34,Low,5
1684,659,10,Low,58
1685,317,25,Low,15
1686,798,39,Medium,17
1687,870,24,Medium,35
1688,504,27,High,18
1689,955,38,Medium,27
1690,734,33,Medium,23
1691,450,21,Low,21
1692,971,44,Medium,24
1693,525,8,Low,61
1694,751,49,Medium,14
1695,683,6,High,99
1696,625,44,Medium,17
1697,179,13,Medium,12
1698,871,36,Low,20
1699,412,40,High,11
1700,754,43,High,20
1701,868,49,Medium,17
1702,742,15,Medium,53
1703,341,35,Medium,7
1704,420,6,Low,61
1705,843,20,Low,38
1706,78,42,Low,2
1707,198,19,Medium,10
1708,828,29,High,26
1709,345,25,Low,15
1710,60,32,High,2
1711,561,48,Medium,9
1712,725,3,Low,195
1713,162,29,Low,4
1714,236,43,Low,5
1715,856,24,Medium,36
1716,793,4,Medium,165
1717,276,28,Medium,11
1718,359,17,High,20
1719,147,8,High,15
1720,104,42,Low,1
1721,672,26,Low,25
1722,713,46,Medium,18
1723,807,40,Medium,18
1724,455,34,Medium,13
1725,118,1,Low,92
1726,361,21,Medium,17
1727,338,10,High,31
1728,811,45,High,17
1729,597,9,Low,64
1730,800,15,Low,51
1731,197,26,High,10
1732,516,13,Medium,35
1733,788,11,Low,72
1734,293,30,Low,6
1735,540,5,Low,101
1736,898,3,High,234
1737,556,19,Low,28
1738,414,36,High,11
1739,531,28,High,18
1740,250,21,Medium,12
1741,203,28,Medium,7
1742,499,18,Medium,30
1743,550,46,Low,8
1744,122,3,High,33
1745,762,33,Low,21
1746,345,44,High,7
1747,66,40,Low,1
1748,690,10,High,68
1749,266,15,Medium,16
1750,110,36,Medium,4
1751,988,5,Low,191
1752,665,40,High,16
1753,91,36,Medium,2
1754,88,5,Low,16
1755,852,36,Medium,21
1756,180,34,Low,6
1757,547,41,Low,13
1758,278,3,High,91
1759,157,2,Low,71
1760,221,19,Low,11
1761,484,8,High,56
1762,527,28,High,18
1763,151,45,Low,4
1764,915,20,Medium,45
1765,573,42,Medium,16
1766,662,9,Low,73
1767,93,2,Medium,38
1768,866,17,High,53
1769,379,5,High,64
1770,618,30,Low,20
1771,872,23,High,39
1772,546,46,Medium,11
1773,864,7,Low,123
1774,61,11,Medium,7
1775,367,2,Medium,149
1776,641,22,Medium,28
1777,265,14,Low,19
1778,388,43,Medium,13
1779,825,30,High,26
1780,710,31,High,21
1781,130,27,Medium,3
1782,776,5,High,140
1783,534,22,Low,26
1784,423,49,Low,7
1785,759,41,High,18
1786,249,44,High,5
1787,586,41,Low,11
1788,515,6,Medium,84
1789,138,12,Low,6
1790,704,15,High,45
1791,620,6,High,96
1792,971,24,Medium,39
1793,538,34,Medium,13
1794,926,43,Low,16
1795,587,37,Medium,12
1796,96,46,High,3
1797,337,3,High,91
1798,65,33,Medium,6
1799,760,15,Medium,52
1800,450,13,High,34
1801,968,17,Medium,55
1802,843,14,Low,62
1803,135,26,Low,7
1804,299,22,Medium,15
1805,440,26,Medium,16
1806,831,33,High,22
1807,384,19,Medium,22
1808,678,13,High,52
1809,568,9,Low,61
1810,186,18,Medium,9
1811,932,37,Low,22
1812,737,38,Medium,20
1813,889,33,Medium,26
1814,547,12,High,44
1815,876,29,High,31
1816,776,28,Medium,28
1817,526,24,Medium,19
1818,643,27,High,23
1819,272,25,Low,11
1820,421,28,Medium,15
1821,984,36,High,24
1822,451,6,Medium,68
1823,492,37,High,14
1824,539,7,Low,71
1825,664,4,Medium,158
1826,322,48,Medium,3
1827,575,47,Low,13
1828,208,3,Medium,53
1829,201,22,Medium,6
1830,669,10,Medium,62
1831,237,24,High,11
1832,862,41,High,18
1833,180,32,Low,6
1834,854,18,Low,46
1835,220,30,Medium,8
1836,985,16,High,61
1837,232,45,High,11
1838,413,43,Medium,10
1839,88,28,High,4
1840,576,16,High,32
1841,937,15,Low,64
1842,546,2,Medium,206
1843,565,40,High,11
1844,398,23,High,16
1845,970,16,High,58
1846,446,24,Medium,17
1847,771,41,Medium,17
1848,210,7,High,27
1849,65,43,Low,1
1850,542,44,Low,13
1851,475,47,Medium,11
1852,157,20,Low,4
1853,943,11,High,79
1854,499,19,Medium,27
1855,360,17,Medium,19
1856,788,9,Low,82
1857,219,30,Medium,12
1858,595,24,Low,19
1859,463,43,Low,10
1860,300,2,High,117
1861,808,32,Low,22
1862,830,38,Low,21
1863,190,38,Medium,2
1864,323,44,High,8
1865,465,36,High,11
1866,657,46,Low,13
1867,788,17,Medium,47
1868,940,25,Medium,37
1869,88,1,Medium,54
1870,78,12,High,6
1871,526,5,Low,92
1872,367,13,Low,27
1873,294,9,Medium,33
1874,746,45,Medium,18
1875,321,1,High,227
1876,489,37,Low,15
1877,797,8,Medium,96
1878,288,45,High,5
1879,426,44,Medium,9
1880,315,33,Low,7
1881,975,33,Medium,30
1882,408,49,Low,5
1883,389,44,High,13
1884,438,44,Low,10
1885,626,33,Medium,18
1886,738,17,High,43
1887,478,15,Medium,33
1888,191,28,High,4
1889,425,5,High,71
1890,719,46,High,15
1891,373,7,High,46
1892,195,12,Medium,14
1893,342,28,High,11
1894,714,38,High,17
1895,481,31,High,14
1896,754,12,Low,63
1897,634,38,Medium,16
1898,448,49,Medium,10
1899,866,40,Medium,21
1900,938,23,High,38
1901,393,45,Low,5
1902,189,21,Low,10
1903,236,26,Medium,4
1904,854,24,Low,32
1905,110,22,Medium,5
1906,988,38,High,25
1907,429,26,Low,18
1908,759,16,High,44
1909,856,13,High,64
1910,489,2,Low,171
1911,368,29,Medium,13
1912,351,12,Low,28
1913,393,8,High,48
1914,60,33,Medium,2
1915,111,34,High,3
1916,894,37,Medium,21
1917,275,25,Low,10
1918,202,44,High,5
1919,760,46,Medium,16
1920,613,40,Medium,14
1921,821,32,Low,21
1922,620,15,Medium,42
1923,633,49,Medium,10
1924,709,14,High,47
1925,910,10,Low,81
1926,624,22,Low,28
1927,359,3,High,95
1928,934,48,High,20
1929,292,29,High,11
1930,542,28,Medium,22
1931,415,33,Low,11
1932,379,25,Low,13
1933,156,2,Low,60
1934,275,31,Medium,6
1935,874,36,Low,23
1936,267,21,Low,9
1937,986,38,Low,24
1938,802,12,Low,62
1939,555,11,High,49
1940,308,8,Medium,34
1941,937,19,Low,52
1942,823,42,Low,21
1943,566,41,Low,16
1944,822,19,Low,41
1945,103,29,Low,4
1946,776,12,High,59
1947,738,9,Medium,79
1948,570,48,Medium,8
1949,148,31,Low,3
1950,69,49,Low,2
1951,939,17,High,52
1952,802,35,Medium,21
1953,622,11,Low,51
1954,940,13,Low,69
1955,539,26,Low,21
1956,468,16,Medium,27
1957,739,9,High,80
1958,899,13,High,66
1959,111,2,Low,42
1960,194,35,Low,4
1961,265,25,Low,10
1962,52,5,Low,11
1963,209,9,Low,23
1964,788,6,Medium,128
1965,830,31,High,24
1966,169,5,Medium,28
1967,942,37,Medium,23
1968,138,2,Low,69
1969,378,13,Medium,32
1970,629,44,High,13
1971,959,36,Low,27
1972,406,4,High,91
1973,659,41,Medium,18
1974,316,25,Low,14
1975,666,42,High,14
1976,372,30,High,9
1977,684,34,Low,18
1978,590,49,High,12
1979,698,12,Low,54
1980,244,31,Low,4
1981,970,23,Medium,38
1982,381,1,Low,222
1983,219,6,Medium,35
1984,570,32,Medium,16
1985,512,28,Low,19
1986,89,28,Low,2
1987,586,2,High,228
1988,310,23,High,14
1989,444,46,High,8
1990,275,20,Low,11
1991,173,31,Medium,3
1992,377,39,Low,9
1993,300,26,High,7
1994,950,43,Medium,22
1995,225,20,Medium,13
1996,651,44,High,13
1997,963,12,Medium,74
1998,503,14,High,38
1999,86,3,Medium,26
2000,365,39,Medium,9
2001,737,21,Medium,32
2002,845,12,High,70
2003,642,12,Medium,49
2004,89,41,Medium,3
2005,350,28,Low,11
2006,273,31,Medium,4
2007,367,24,Medium,16
2008,398,20,High,22
2009,164,45,High,4
2010,747,7,Low,103
2011,372,21,High,13
2012,617,17,High,34
2013,89,25,High,2
2014,915,23,Low,37
2015,908,7,Medium,119
2016,798,26,Medium,28
2017,338,12,High,22
2018,311,10,Medium,34
2019,265,4,Medium,63
2020,196,38,Low,4
2021,385,21,Low,18
2022,217,31,Medium,7
2023,141,36,Medium,4
2024,402,34,Medium,8
2025,620,24,High,22
2026,620,20,Low,29
2027,865,19,Medium,43
2028,730,32,Medium,21
2029,830,25,High,33
2030,412,42,Low,9
2031,606,43,High,12
2032,394,9,High,42
2033,742,7,Medium,98
2034,219,31,High,5
2035,405,15,High,22
2036,240,1,Medium,126
2037,716,44,Low,15
2038,471,12,Medium,40
2039,749,46,Low,14
2040,182,38,High,3
2041,796,10,Medium,74
2042,606,12,Medium,47
2043,875,26,Medium,32
2044,810,9,High,84
2045,80,15,High,7
2046,584,16,Low,35
2047,475,8,Medium,50
2048,443,11,High,41
2049,721,39,Low,19
2050,412,9,Medium,46
2051,486,2,Medium,201
2052,719,31,Low,20
2053,600,48,Low,12
2054,976,17,Low,56
2055,131,6,High,21
2056,405,28,Medium,15
2057,307,45,Medium,7
2058,767,39,Low,19
2059,638,31,High,20
2060,573,16,Low,34
2061,344,27,High,13
2062,273,5,Medium,47
2063,574,34,Medium,16
2064,95,36,High,4
2065,716,48,Medium,12
2066,162,13,Medium,15
2067,282,1,Low,145
2068,66,27,High,1
2069,409,35,Medium,13
2070,272,39,Medium,9
2071,915,10,High,87
2072,749,13,Medium,54
2073,497,26,High,22
2074,905,17,High,49
2075,414,43,Low,6
2076,724,24,High,26
2077,375,40,Low,7
2078,516,29,Medium,16
2079,463,38,High,12
2080,504,17,Low,31
2081,635,41,High,17
2082,282,14,Medium,21
2083,273,27,Low,7
2084,880,11,Low,77
2085,461,24,Low,17
2086,621,16,Medium,38
2087,384,14,Low,27
2088,271,48,Medium,7
2089,86,8,Medium,14
2090,327,39,High,8
2091,245,49,Medium,2
2092,913,35,Low,24
2093,533,13,Medium,41
2094,291,2,Medium,98
2095,373,20,High,18
2096,780,46,High,17
2097,241,1,Low,154
2098,573,25,Low,24
2099,967,43,Medium,22
2100,450,5,Low,85
2101,955,34,Low,28
2102,935,34,Low,24
2103,754,33,Medium,23
2104,71,47,High,1
2105,523,41,High,10
2106,169,3,Medium,56
2107,259,24,High,12
2108,355,20,Low,16
2109,319,16,Medium,21
2110,753,23,Medium,32
2111,736,19,High,38
2112,334,22,High,14
2113,765,48,Low,17
2114,725,5,Medium,133
2115,812,46,High,15
2116,276,24,Medium,9
2117,997,31,Low,31
2118,430,41,Low,10
2119,509,18,Low,27
2120,78,21,Medium,2
2121,956,19,Medium,51
2122,82,46,Medium,2
2123,695,41,Medium,17
2124,928,6,Low,145
2125,128,6,Low,20
2126,977,21,Low,43
2127,996,5,High,167
2128,508,31,Low,18
2129,619,8,Medium,77
2130,587,26,Low,20
2131,479,16,High,28
2132,787,34,High,26
2133,334,24,High,14
2134,565,48,High,9
2135,446,18,Low,24
2136,538,3,Medium,166
2137,88,42,Medium,3
2138,320,45,High,6
2139,936,41,Low,21
2140,846,7,Low,117
2141,206,49,Low,5
2142,124,13,High,11
2143,933,36,Medium,27
2144,849,45,Low,16
2145,179,12,Medium,14
2146,736,45,Low,15
2147,133,16,Low,6
2148,508,14,Low,38
2149,588,47,High,11
2150,756,3,High,208
2151,898,35,Medium,25
2152,431,27,High,16
2153,797,24,Low,27
2154,489,11,Medium,40
2155,653,35,Medium,21
2156,70,10,Medium,6
2157,352,28,Low,15
2158,918,13,Low,68
2159,133,47,Medium,2
2160,708,10,Low,65
2161,502,12,Low,39
2162,436,21,High,19
2163,556,12,Medium,42
2164,306,25,High,13
2165,619,43,Low,14
2166,941,35,Medium,29
2167,983,29,Medium,33
2168,576,5,High,104
2169,211,35,Low,6
2170,212,9,Low,23
2171,881,39,Medium,21
2172,842,13,Low,64
2173,841,21,Medium,40
2174,573,18,Medium,29
2175,835,43,Medium,18
2176,320,7,Low,46
2177,541,28,High,16
2178,257,7,Medium,31
2179,588,35,High,17
2180,633,45,High,11
2181,109,22,High,4
2182,479,24,High,18
2183,706,46,High,14
2184,654,26,Medium,21
2185,358,24,Low,14
2186,569,29,High,18
2187,640,34,Low,20
2188,76,6,Low,13
2189,735,41,Medium,16
2190,611,22,High,26
2191,248,4,Low,54
2192,436,39,Low,10
2193,398,19,High,17
2194,989,5,Medium,167
2195,742,32,Medium,24
2196,585,44,High,14
2197,877,44,Low,21
2198,427,47,Medium,7
2199,948,43,Medium,23
